MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Lot Config,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Exterior 1st,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplace Qu,Garage Finish,Garage Cars,Garage Area,Garage Qual,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Sale Type,Sale Condition,SalePrice
120,RL,50,7175,Reg,Inside,TwnhsE,1Story,6,5,1984,Gable,Plywood,0,TA,TA,CBlock,Gd,TA,No,ALQ,623,LwQ,121,0,744,TA,Y,752,0,0,752,1,0,1,0,2,1,TA,4,Typ,NA,Unf,1,264,TA,Y,353,0,0,0,90,0,MnPrv,WD ,Normal,125000
60,RL,0,9453,IR1,CulDSac,1Fam,2Story,7,7,1993,Gable,HdBoard,0,Gd,TA,PConc,Gd,TA,No,BLQ,402,Unf,0,594,996,Ex,Y,1014,730,0,1744,0,0,2,1,3,1,Gd,7,Typ,NA,RFn,2,457,TA,Y,370,70,0,238,0,0,NA,WD ,Normal,194500
20,RL,81,9672,Reg,Corner,1Fam,1Story,6,5,1984,Hip,HdBoard,0,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,0,702,1040,TA,Y,1097,0,0,1097,0,0,2,0,3,1,TA,6,Typ,NA,Unf,2,480,TA,Y,0,0,0,0,0,0,GdPrv,WD ,Normal,152000
60,RL,70,8400,Reg,Inside,1Fam,2Story,6,6,1980,Gable,HdBoard,130,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,650,650,TA,Y,888,676,0,1564,0,0,2,1,3,1,TA,7,Typ,TA,Unf,2,476,TA,Y,0,50,0,0,204,0,MnPrv,WD ,Normal,171000
30,RH,70,9800,Reg,Corner,1Fam,1Story,5,5,1920,Gable,Wd Sdng,0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,816,816,TA,N,1012,0,0,1012,0,0,1,0,2,1,TA,5,Typ,NA,Unf,1,429,TA,Y,121,0,80,0,0,0,NA,WD ,Normal,67500
90,RM,68,8930,Reg,Inside,Duplex,1.5Fin,6,5,1978,Gable,VinylSd,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,TA,Y,1318,584,0,1902,0,0,2,0,4,2,TA,8,Typ,NA,Unf,2,539,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,112000
85,RL,88,11782,IR1,Inside,1Fam,SFoyer,5,7,1961,Gable,HdBoard,0,TA,TA,CBlock,TA,TA,Av,ALQ,899,Unf,0,210,1109,TA,Y,1155,0,0,1155,1,0,1,0,3,1,Gd,6,Min2,NA,Unf,2,576,TA,Y,192,0,0,0,0,0,MnPrv,WD ,Normal,148000
20,RL,65,8450,Reg,Inside,1Fam,1Story,5,8,1965,Gable,MetalSd,0,TA,Gd,CBlock,TA,TA,No,GLQ,553,BLQ,117,224,894,Ex,Y,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,Gd,Unf,1,336,TA,Y,416,144,0,0,0,0,MnPrv,WD ,Normal,138500
20,RL,0,9819,IR1,Inside,1Fam,1Story,5,5,1967,Gable,MetalSd,31,TA,Gd,CBlock,TA,TA,No,BLQ,450,Unf,0,432,882,TA,Y,900,0,0,900,0,0,1,0,3,1,TA,5,Typ,NA,Unf,1,280,TA,Y,0,0,0,0,0,0,MnPrv,WD ,Normal,122000
20,RL,75,7500,Reg,Corner,1Fam,1Story,5,5,1963,Gable,HdBoard,0,TA,TA,CBlock,TA,TA,No,ALQ,824,Unf,0,216,1040,Fa,Y,1040,0,0,1040,1,0,1,1,3,1,TA,5,Typ,NA,Fin,1,308,TA,Y,0,0,220,0,0,0,MnPrv,WD ,Normal,133000
20,RL,0,6897,IR1,Corner,1Fam,1Story,5,8,1962,Gable,HdBoard,0,TA,Gd,CBlock,TA,TA,No,ALQ,659,Unf,0,381,1040,Ex,Y,1040,0,0,1040,1,0,1,1,3,1,TA,6,Typ,NA,Unf,1,260,TA,Y,0,104,0,0,0,0,NA,WD ,Normal,127000
20,RL,39,15410,IR1,CulDSac,1Fam,1Story,6,6,1974,Hip,Plywood,250,TA,Gd,CBlock,TA,TA,Gd,BLQ,126,GLQ,859,223,1208,Ex,Y,1494,0,0,1494,1,0,2,0,3,1,TA,7,Typ,Fa,Fin,2,461,TA,Y,296,0,186,0,0,0,GdPrv,WD ,Abnorml,169000
60,RL,107,10186,IR1,Inside,1Fam,2Story,7,5,1992,Gable,HdBoard,0,Gd,TA,PConc,Gd,TA,No,GLQ,674,Unf,0,76,750,Ex,Y,1061,862,0,1923,1,0,2,1,3,1,Gd,8,Typ,TA,RFn,2,564,TA,Y,240,39,0,0,0,0,NA,WD ,Normal,190000
60,RL,85,13143,IR1,Inside,1Fam,2Story,8,5,1993,Gable,HdBoard,504,Gd,TA,PConc,Gd,TA,No,LwQ,250,GLQ,981,0,1231,Ex,Y,1251,1098,0,2349,1,0,2,1,4,1,Gd,9,Typ,TA,RFn,3,762,TA,Y,32,130,0,0,0,0,NA,WD ,Normal,362500
60,RL,88,11134,Reg,Inside,1Fam,2Story,8,5,1992,Gable,HdBoard,180,Gd,TA,PConc,Gd,TA,No,GLQ,1129,Unf,0,261,1390,Ex,Y,1402,823,0,2225,1,0,2,1,4,1,Gd,7,Typ,TA,RFn,3,713,TA,Y,198,30,0,0,0,0,NA,WD ,Normal,285000
120,FV,25,4835,IR1,CulDSac,TwnhsE,1Story,7,5,2004,Gable,MetalSd,0,Gd,TA,PConc,Ex,TA,Av,GLQ,1298,Unf,0,190,1488,Ex,Y,1488,0,0,1488,1,0,2,0,2,1,Gd,6,Typ,Gd,Fin,2,506,TA,Y,168,50,0,0,0,0,NA,WD ,Normal,260000
160,FV,39,3515,Reg,Inside,TwnhsE,2Story,7,5,2004,Gable,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,840,840,Ex,Y,840,840,0,1680,0,0,2,1,2,1,Gd,3,Typ,NA,RFn,2,588,TA,Y,0,111,0,0,0,0,NA,WD ,Normal,190000
160,FV,30,3215,Reg,Inside,TwnhsE,2Story,7,5,2004,Gable,MetalSd,120,Gd,TA,PConc,Gd,TA,Av,GLQ,280,Unf,0,320,600,Ex,Y,600,600,0,1200,0,0,2,1,2,1,Gd,4,Typ,NA,RFn,2,480,TA,Y,0,172,0,0,0,0,NA,ConLD,Normal,155000
160,FV,30,3182,Reg,Inside,TwnhsE,2Story,7,5,2004,Gable,MetalSd,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,Ex,Y,600,600,0,1200,0,0,2,1,2,1,Gd,4,Typ,NA,RFn,2,480,TA,Y,0,172,0,0,0,0,NA,WD ,Normal,151000
160,FV,24,2544,Reg,Inside,Twnhs,2Story,7,5,2004,Gable,MetalSd,0,Gd,TA,PConc,Gd,TA,No,GLQ,368,ALQ,42,190,600,Ex,Y,600,600,0,1200,1,0,2,1,2,1,Gd,4,Typ,NA,RFn,2,480,TA,Y,0,172,0,0,0,0,NA,WD ,Normal,149500
160,FV,24,2544,Reg,Inside,Twnhs,2Story,6,5,2005,Gable,VinylSd,216,Gd,TA,PConc,Gd,TA,No,GLQ,376,Unf,0,224,600,Ex,Y,600,636,0,1236,1,0,2,1,2,1,Gd,4,Typ,NA,RFn,2,480,TA,Y,0,166,0,0,0,0,NA,WD ,Normal,152000
20,FV,0,4403,IR2,Inside,1Fam,1Story,7,5,2009,Gable,MetalSd,432,Ex,TA,PConc,Ex,TA,Av,GLQ,578,Unf,0,892,1470,Ex,Y,1478,0,0,1478,1,0,2,1,2,1,Gd,7,Typ,Gd,Fin,2,484,TA,Y,0,144,0,0,0,0,NA,New,Partial,222000
160,FV,0,2117,Reg,Inside,Twnhs,2Story,6,5,2000,Gable,MetalSd,216,Gd,TA,PConc,Gd,TA,No,GLQ,378,Unf,0,378,756,Ex,Y,769,804,0,1573,0,0,2,1,3,1,Gd,5,Typ,NA,Unf,2,440,TA,Y,0,32,0,0,0,0,NA,WD ,Normal,177500
160,FV,0,2980,Reg,Corner,TwnhsE,2Story,6,5,2000,Gable,MetalSd,1159,Gd,TA,PConc,Gd,TA,No,GLQ,466,Unf,0,290,756,Ex,Y,756,756,0,1512,1,0,2,1,2,1,Gd,5,Typ,NA,Unf,2,440,TA,Y,0,32,0,0,0,0,NA,WD ,Normal,177000
160,FV,24,2572,Reg,FR2,Twnhs,2Story,7,5,1999,Hip,MetalSd,0,Gd,TA,PConc,Gd,TA,No,ALQ,604,Unf,0,92,696,Ex,Y,696,720,0,1416,1,0,2,1,3,1,Gd,6,Typ,NA,Unf,2,484,TA,Y,0,44,0,0,0,0,NA,WD ,Normal,155000
160,FV,0,2403,IR1,FR2,TwnhsE,2Story,7,5,2003,Gable,VinylSd,0,Gd,TA,PConc,Gd,TA,No,GLQ,244,Unf,0,286,530,Ex,Y,530,550,0,1080,0,0,2,1,2,1,Gd,4,Typ,NA,RFn,2,496,TA,Y,0,50,0,0,0,0,NA,WD ,Normal,147110
20,FV,57,12853,IR1,Inside,1Fam,1Story,8,5,2010,Gable,CemntBd,0,Gd,TA,PConc,Ex,Po,No,GLQ,1032,Unf,0,610,1642,Ex,Y,1418,0,0,1418,1,0,1,1,1,1,Gd,6,Typ,Gd,RFn,3,852,TA,Y,160,192,0,224,0,0,NA,New,Partial,267916
60,FV,68,7379,IR1,Inside,1Fam,2Story,8,5,2000,Gable,VinylSd,0,Gd,TA,PConc,Gd,TA,No,GLQ,484,Unf,0,491,975,Ex,Y,975,873,0,1848,1,0,2,1,3,1,Gd,7,Typ,TA,RFn,2,592,TA,Y,280,184,0,0,0,0,NA,WD ,Normal,254000
120,RL,30,4420,IR1,CulDSac,TwnhsE,1Story,8,5,1980,Gable,Wd Sdng,0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,728,Unf,0,0,728,TA,Y,788,0,0,788,1,0,1,0,1,1,Gd,3,Typ,TA,Fin,2,484,TA,Y,133,42,0,0,0,0,NA,WD ,Normal,155000
120,RL,40,3880,IR1,Inside,Twnhs,1Story,8,6,1978,Gable,Wd Sdng,0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1052,Unf,0,174,1226,TA,Y,1226,0,0,1226,1,0,1,0,1,1,Gd,4,Typ,TA,Fin,2,484,TA,Y,223,78,0,0,0,0,NA,WD ,Normal,206000
60,RL,0,13517,IR1,CulDSac,1Fam,2Story,6,8,1976,Gable,HdBoard,289,Gd,TA,CBlock,TA,TA,No,GLQ,533,Unf,0,192,725,Ex,Y,725,754,0,1479,0,0,2,1,3,1,Gd,6,Typ,NA,RFn,2,475,TA,Y,0,44,0,0,0,0,NA,WD ,Normal,130500
20,FV,80,8000,Reg,Inside,1Fam,1Story,7,5,2002,Gable,VinylSd,0,Gd,TA,PConc,Gd,TA,No,GLQ,833,Unf,0,659,1492,Ex,Y,1492,0,0,1492,1,0,2,0,3,1,Gd,6,Typ,Gd,RFn,2,596,TA,Y,277,137,0,0,0,0,NA,WD ,Normal,230000
20,RL,0,10456,IR1,Inside,1Fam,1Story,6,6,1967,Hip,HdBoard,120,TA,TA,CBlock,TA,TA,No,GLQ,506,Unf,0,1323,1829,Gd,Y,1829,0,0,1829,1,0,2,0,4,1,TA,8,Typ,NA,RFn,2,535,TA,Y,0,76,0,0,0,0,NA,WD ,Normal,218500
60,RL,80,10791,Reg,Inside,1Fam,2Story,6,5,1993,Gable,MetalSd,0,TA,TA,PConc,Gd,TA,Mn,GLQ,1137,Unf,0,143,1280,Ex,Y,1280,1215,0,2495,1,0,2,1,4,1,Gd,9,Typ,TA,Unf,2,660,TA,Y,224,32,0,0,0,0,NA,WD ,Normal,243500
20,RL,0,10603,IR1,Inside,1Fam,1Story,6,7,1977,Gable,Plywood,28,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,Gd,Y,1610,0,0,1610,1,0,2,0,3,1,Gd,6,Typ,TA,RFn,2,480,TA,Y,168,68,0,0,0,0,NA,WD ,Normal,205000
50,RL,0,18837,IR1,Inside,1Fam,1.5Fin,6,5,1978,Gable,MetalSd,0,TA,TA,PConc,Gd,TA,Mn,ALQ,687,LwQ,46,491,1224,TA,Y,1287,604,0,1891,0,1,3,0,3,1,TA,7,Typ,TA,RFn,2,678,TA,Y,0,69,0,0,0,0,NA,WD ,Normal,212500
60,RL,80,10421,Reg,Inside,1Fam,2Story,7,5,1988,Gable,HdBoard,42,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,980,TA,Y,980,734,0,1714,0,0,2,1,3,1,TA,7,Typ,TA,Unf,2,496,TA,Y,228,66,156,0,0,0,MnPrv,WD ,Normal,196500
20,RL,78,9360,Reg,Inside,1Fam,1Story,6,7,1972,Hip,Plywood,0,TA,TA,CBlock,TA,TA,No,ALQ,982,Unf,0,179,1161,TA,Y,1381,0,0,1381,1,0,1,1,3,1,Gd,5,Typ,TA,RFn,2,676,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,197500
60,RL,80,9600,Reg,Inside,1Fam,2Story,6,6,1971,Gable,MetalSd,0,TA,TA,CBlock,TA,TA,No,ALQ,329,Unf,0,386,715,TA,Y,930,715,0,1645,0,0,1,2,4,1,TA,7,Typ,NA,RFn,2,441,TA,Y,0,78,0,0,0,0,GdWo,WD ,Normal,171000
20,RL,80,9600,Reg,Inside,1Fam,1Story,5,5,1966,Hip,VinylSd,172,TA,TA,CBlock,TA,TA,No,Rec,698,Unf,0,534,1232,TA,Y,1232,0,0,1232,1,0,1,1,3,1,TA,6,Typ,NA,RFn,2,490,TA,Y,0,224,0,0,0,0,NA,WD ,Normal,142250
20,RL,0,9790,Reg,Inside,1Fam,1Story,6,5,1963,Hip,HdBoard,451,TA,TA,CBlock,TA,TA,No,ALQ,569,Rec,81,678,1328,TA,Y,1328,0,0,1328,1,0,1,1,3,1,TA,6,Typ,Gd,Unf,2,528,TA,Y,0,26,0,0,0,0,NA,WD ,Normal,143000
20,RL,77,9320,IR1,Inside,1Fam,1Story,4,5,1959,Gable,Plywood,0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,950,Fa,Y,1225,0,0,1225,1,0,1,1,3,1,TA,6,Typ,NA,NA,0,0,NA,Y,352,0,0,0,0,0,NA,WD ,Normal,128950
20,RL,90,9900,Reg,Corner,1Fam,1Story,5,5,1966,Hip,HdBoard,0,TA,TA,PConc,Gd,TA,No,BLQ,1059,Unf,0,150,1209,Gd,Y,1209,0,0,1209,1,0,1,0,3,1,TA,6,Typ,NA,RFn,2,504,TA,Y,0,0,120,0,0,0,NA,ConLD,Normal,159000
20,RL,88,9680,Reg,Inside,1Fam,1Story,5,6,1967,Gable,Wd Sdng,268,TA,TA,CBlock,TA,TA,No,BLQ,1010,Unf,0,500,1510,Ex,Y,1510,0,0,1510,1,0,2,0,3,1,Gd,6,Typ,NA,RFn,2,517,TA,Y,0,40,0,0,204,0,GdPrv,WD ,Normal,178900
80,RL,0,10600,IR1,Inside,1Fam,SLvl,6,5,1964,Gable,HdBoard,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,533,533,TA,Y,1131,644,0,1775,0,0,2,0,3,1,TA,8,Typ,NA,Unf,2,480,TA,Y,0,172,0,0,0,0,NA,COD,Family,136300
80,RL,0,14112,IR1,Corner,1Fam,SLvl,5,7,1964,Hip,Wd Sdng,86,TA,TA,PConc,TA,TA,Av,GLQ,1014,Unf,0,138,1152,TA,Y,1152,0,0,1152,1,0,1,0,3,1,TA,6,Typ,Gd,RFn,2,484,TA,Y,227,0,0,0,0,0,NA,WD ,Normal,180500
85,RL,80,8800,Reg,Inside,1Fam,SFoyer,6,7,1963,Gable,MetalSd,156,TA,Gd,PConc,TA,TA,Gd,GLQ,763,Unf,0,173,936,Ex,Y,1054,0,0,1054,1,0,1,0,3,1,Gd,6,Typ,NA,RFn,2,480,TA,Y,120,0,0,0,0,0,MnPrv,WD ,Abnorml,137500
90,RL,98,13260,IR1,Inside,Duplex,1Story,5,6,1962,Hip,HdBoard,144,TA,TA,CBlock,TA,TA,No,BLQ,1500,Unf,0,228,1728,TA,Y,1728,0,0,1728,2,0,2,0,6,2,TA,10,Typ,NA,NA,0,0,NA,Y,0,0,0,0,0,0,NA,Oth,Abnorml,84900
20,RL,68,9717,Reg,Inside,1Fam,1Story,5,6,1950,Hip,MetalSd,0,TA,TA,CBlock,TA,TA,Mn,GLQ,49,Rec,1029,0,1078,Gd,Y,1078,0,0,1078,1,0,1,0,2,1,Gd,5,Typ,NA,Unf,1,240,TA,Y,366,0,112,0,0,0,NA,WD ,Normal,142125
50,RL,68,9724,Reg,Inside,1Fam,1.5Fin,5,7,1952,Gable,MetalSd,265,Gd,TA,CBlock,TA,TA,No,LwQ,670,Unf,0,470,1140,Gd,Y,1929,532,0,2461,0,0,2,0,3,1,TA,7,Min2,Gd,Unf,2,400,TA,Y,0,0,0,0,0,0,GdWo,WD ,Normal,197600
50,RL,120,17360,Reg,Corner,1Fam,1.5Fin,6,6,1949,Gable,MetalSd,340,TA,Gd,CBlock,TA,TA,No,Rec,300,Unf,0,482,782,TA,Y,1019,537,0,1556,0,0,2,0,3,1,TA,6,Typ,Gd,Unf,2,470,TA,Y,0,0,150,0,0,0,NA,WD ,Normal,172500
20,RL,50,7207,IR1,Inside,1Fam,1Story,5,7,1958,Gable,Wd Sdng,0,TA,Gd,CBlock,TA,TA,Gd,BLQ,696,Unf,0,162,858,Gd,Y,858,0,0,858,1,0,1,0,2,1,TA,4,Typ,NA,NA,0,0,NA,Y,117,0,0,0,0,0,NA,WD ,Normal,116500
30,RL,55,5350,IR1,Inside,1Fam,1Story,3,2,1940,Gable,Wd Sdng,0,TA,Po,CBlock,TA,TA,No,Unf,0,Unf,0,728,728,Ex,Y,1306,0,0,1306,0,0,1,0,3,1,Fa,6,Mod,NA,NA,0,0,NA,Y,263,0,0,0,0,0,GdWo,WD ,Normal,76500
20,RL,80,9920,Reg,Inside,1Fam,1Story,5,5,1954,Gable,HdBoard,110,TA,TA,CBlock,TA,TA,No,Rec,354,LwQ,290,412,1056,TA,Y,1063,0,0,1063,1,0,1,0,3,1,TA,6,Typ,NA,RFn,1,280,TA,Y,0,0,164,0,0,0,MnPrv,WD ,Normal,128000
80,RL,80,9600,Reg,Inside,1Fam,SLvl,6,6,1955,Gable,AsbShng,164,TA,TA,CBlock,TA,TA,Av,BLQ,674,LwQ,132,350,1156,Ex,Y,1520,0,0,1520,1,0,1,0,3,1,TA,7,Typ,Gd,RFn,1,364,TA,Y,0,0,189,0,0,0,NA,WD ,Normal,153000
20,RL,78,7800,Reg,Inside,1Fam,1Story,5,6,1954,Gable,HdBoard,200,TA,TA,PConc,TA,TA,No,LwQ,540,Unf,0,728,1268,Gd,Y,1268,0,0,1268,0,0,1,0,2,1,TA,7,Typ,Gd,Fin,1,244,TA,Y,0,98,0,0,0,0,NA,WD ,Normal,132000
85,RL,75,11380,IR1,Inside,1Fam,SFoyer,6,8,1966,Gable,HdBoard,216,TA,TA,CBlock,TA,TA,Gd,GLQ,944,Unf,0,136,1080,Gd,Y,1128,0,0,1128,1,0,1,0,2,1,Gd,5,Typ,Gd,Unf,1,315,TA,Y,238,0,0,0,0,0,NA,WD ,Normal,178000
90,RL,80,11600,Reg,Corner,Duplex,2Story,5,5,1960,Gable,MetalSd,361,TA,TA,CBlock,TA,TA,No,Rec,443,Unf,0,662,1105,TA,Y,1105,1169,0,2274,0,0,2,0,5,2,TA,12,Typ,NA,Unf,2,480,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,154300
20,RL,0,19900,Reg,Inside,1Fam,1Story,7,5,1970,Gable,Plywood,287,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,TA,Y,2207,0,0,2207,1,0,2,0,3,1,TA,7,Min1,Gd,RFn,2,576,TA,Y,301,0,0,0,0,0,NA,WD ,Normal,180000
20,RL,137,16492,IR1,Corner,1Fam,1Story,6,6,1966,Gable,BrkFace,0,Gd,TA,CBlock,TA,TA,No,ALQ,247,Rec,713,557,1517,Ex,Y,1888,0,0,1888,0,0,2,1,2,1,Gd,6,Mod,Gd,Fin,2,578,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,190000
90,RL,70,8267,Reg,Corner,Duplex,1Story,5,5,1958,Gable,HdBoard,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1604,1604,TA,Y,1604,0,0,1604,0,0,2,0,4,2,TA,8,Typ,NA,Unf,2,576,TA,Y,42,0,0,0,0,0,NA,WD ,Normal,135000
20,RL,70,8197,Reg,Inside,1Fam,1Story,7,5,2003,Gable,VinylSd,506,Gd,TA,PConc,Gd,TA,No,GLQ,1188,Unf,0,292,1480,Ex,Y,1480,0,0,1480,1,0,2,0,3,1,Gd,7,Typ,NA,RFn,2,620,TA,Y,252,73,0,0,0,0,MnPrv,WD ,Normal,214000
20,RL,0,8050,IR1,Inside,1Fam,1Story,5,5,1959,Hip,MetalSd,150,TA,TA,CBlock,TA,TA,No,BLQ,856,Rec,162,125,1143,TA,Y,1143,0,0,1143,1,0,1,0,3,1,TA,6,Typ,NA,RFn,1,308,TA,Y,0,0,0,0,0,0,GdPrv,WD ,Normal,136000
20,RL,70,10552,IR1,Inside,1Fam,1Story,5,5,1959,Hip,BrkFace,0,TA,TA,CBlock,TA,TA,No,Rec,1018,Unf,0,380,1398,Gd,Y,1700,0,0,1700,0,1,1,1,4,1,Gd,6,Typ,Gd,RFn,2,447,TA,Y,0,38,0,0,0,0,NA,WD ,Normal,165500
20,RL,70,8400,Reg,Inside,1Fam,1Story,5,6,1957,Gable,MetalSd,0,TA,Gd,CBlock,TA,TA,No,Rec,922,Unf,0,392,1314,TA,Y,1314,0,0,1314,1,0,1,0,3,1,TA,5,Typ,NA,RFn,1,294,TA,Y,250,0,0,0,0,0,NA,WD ,Normal,145000
20,RL,73,8760,Reg,Inside,1Fam,1Story,6,6,1959,Hip,MetalSd,220,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1194,1194,TA,Y,1194,0,0,1194,1,0,1,0,3,1,TA,6,Typ,NA,RFn,1,312,TA,Y,0,0,120,0,0,0,NA,WD ,Normal,148000
20,RL,0,12160,IR1,Inside,1Fam,1Story,5,5,1959,Hip,Plywood,180,TA,TA,CBlock,TA,TA,No,Rec,1000,Unf,0,188,1188,Fa,Y,1188,0,0,1188,1,0,1,0,3,1,TA,6,Typ,NA,RFn,2,531,TA,Y,0,0,0,0,0,0,MnPrv,COD,Abnorml,142000
20,RL,73,9300,Reg,Inside,1Fam,1Story,5,5,1960,Gable,MetalSd,324,TA,TA,CBlock,TA,TA,No,Rec,697,Unf,0,571,1268,TA,Y,1264,0,0,1264,1,0,1,0,3,1,TA,6,Typ,Gd,Unf,2,461,TA,Y,0,0,0,0,143,0,NA,WD ,Normal,167500
20,RL,87,10725,IR1,Inside,1Fam,1Story,5,5,1959,Hip,MetalSd,91,TA,TA,CBlock,TA,TA,No,Rec,936,Unf,0,270,1206,Fa,Y,1206,0,0,1206,0,0,1,0,3,1,TA,6,Typ,NA,RFn,1,312,TA,Y,0,21,0,0,0,0,NA,WD ,Normal,108538
20,RL,80,10032,Reg,Inside,1Fam,1Story,6,5,1959,Gable,Wd Sdng,432,TA,TA,CBlock,TA,TA,No,Rec,734,Unf,0,510,1244,Ex,Y,1580,0,0,1580,1,0,1,1,3,1,TA,6,Typ,Gd,Unf,2,440,TA,Y,0,28,0,0,160,0,GdWo,WD ,Normal,159500
50,RL,60,8382,Reg,Inside,1Fam,1.5Fin,4,5,1956,Gable,MetalSd,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,832,832,TA,Y,832,505,0,1337,0,0,1,0,3,1,TA,5,Typ,NA,Unf,1,263,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,108000
20,RL,60,10950,Reg,Inside,1Fam,1Story,5,7,1952,Gable,WdShing,0,TA,TA,CBlock,TA,TA,No,BLQ,339,Unf,0,525,864,TA,Y,1064,0,0,1064,0,1,1,0,2,1,Fa,4,Typ,NA,Unf,1,318,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,135000
20,RL,119,10895,Reg,Corner,1Fam,1Story,5,6,1955,Gable,MetalSd,0,TA,Gd,CBlock,TA,TA,No,Rec,648,Unf,0,324,972,TA,Y,972,0,0,972,0,0,1,0,3,1,TA,5,Typ,NA,Unf,1,305,TA,Y,0,0,205,0,0,0,GdWo,WD ,Normal,122500
190,RL,70,13587,Reg,Inside,2fmCon,1Story,5,5,1958,Gable,MetalSd,0,TA,TA,CBlock,TA,TA,Av,Rec,532,Unf,0,456,988,TA,Y,988,0,0,988,1,0,1,0,2,1,TA,5,Typ,NA,Unf,1,264,TA,Y,0,0,0,0,0,0,NA,WD ,Abnorml,119000
20,RL,68,7922,Reg,Inside,1Fam,1Story,5,7,1953,Gable,VinylSd,0,TA,Gd,CBlock,TA,TA,No,GLQ,731,Unf,0,326,1057,TA,Y,1057,0,0,1057,1,0,1,0,3,1,Gd,5,Typ,NA,Unf,1,246,TA,Y,0,52,0,0,0,0,NA,WD ,Abnorml,109000
30,RL,65,7898,Reg,Corner,1Fam,1Story,4,7,1920,Gable,MetalSd,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,576,Gd,Y,985,0,0,985,0,1,1,0,2,1,TA,4,Typ,NA,Unf,2,676,TA,N,0,0,0,0,0,0,NA,WD ,Normal,105000
20,RL,60,7200,Reg,Inside,1Fam,1Story,5,7,1955,Gable,VinylSd,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,Ex,Y,827,0,0,827,0,0,1,0,2,1,TA,5,Mod,Po,Unf,1,392,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,107500
20,RL,85,10200,Reg,Inside,1Fam,1Story,5,7,1954,Gable,Wd Sdng,104,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,1086,Gd,Y,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,NA,Unf,2,490,TA,Y,0,0,0,0,0,0,GdWo,WD ,Normal,144900
20,RL,74,5868,Reg,Inside,1Fam,1Story,5,7,1956,Gable,MetalSd,0,TA,TA,CBlock,TA,TA,No,BLQ,248,Rec,240,448,936,Ex,Y,936,0,0,936,1,0,1,0,2,1,TA,4,Typ,NA,Fin,1,308,TA,Y,0,0,80,0,160,0,NA,WD ,Normal,129000
50,RL,78,17503,Reg,Inside,1Fam,1.5Fin,6,5,1948,Gable,VinylSd,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,912,912,TA,Y,912,546,0,1458,0,1,1,0,3,1,TA,6,Typ,Gd,Unf,1,330,TA,Y,192,0,0,0,0,0,NA,WD ,Abnorml,97500
90,RL,64,6979,Reg,Inside,Duplex,SFoyer,6,5,1980,Gable,Plywood,0,TA,TA,CBlock,TA,TA,No,GLQ,1056,Unf,0,0,1056,Gd,Y,1056,0,0,1056,2,0,0,0,0,2,TA,4,Typ,NA,Unf,2,576,TA,Y,264,56,0,0,0,0,GdPrv,WD ,Normal,144000
